Carimbo de data/hora,1 - Qual sua idade?,2 - Qual o seu meio principal de informação?,3 - Como está sua rotina? ,4 - Tem usado quais utensílios de prevenção indicados contra o coronavírus?,5 - É a favor do isolamento social para contenção do vírus ? ,6 - Como você está se sentindo neste momento de pandemia?,7 - Qual(is) sua(s) ocupação(ões)?,8 - É/São em um serviço considerado essencial?,9 - Qual sua renda mensal per capita antes da pandemia do Coronavírus?,10 - Você teve a redução desta renda durante a pandemia?
2020/04/16 10:58:59 PM GMT-3,32,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;CLT,Sim,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/16 11:50:07 PM GMT-3,29,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel,Sim,Normal,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 12:42:06 AM GMT-3,20,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Sabão,Sim,Normal,Estudante,Não,"Até R$ 522,50;",Não
2020/04/17 5:46:21 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Sabão,Sim,Ansioso,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 6:52:48 AM GMT-3,39,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Sabão,Sim,Normal,Estudante;Servidor/funcionário público,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/17 8:07:23 AM GMT-3,38,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/17 8:12:45 AM GMT-3,62,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal,Pensionista,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 8:14:43 AM GMT-3,65,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Servidor/funcionário público,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/17 8:38:28 AM GMT-3,52,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/17 9:28:52 AM GMT-3,43,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/17 9:33:47 AM GMT-3,31,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Estudante;Bolsista,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 9:38:07 AM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante;CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/17 9:43:11 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Autônomo,Não,"Acima de R$ 3135,00;",Não
2020/04/17 9:46:22 AM GMT-3,36,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/17 10:06:52 AM GMT-3,24,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Depressivo,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 10:13:36 AM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;Desempregado,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/17 10:53:53 AM GMT-3,43,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/17 11:35:37 AM GMT-3,23,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 12:14:05 PM GMT-3,28,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Não,Depressivo,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 12:19:09 PM GMT-3,51,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/17 12:51:24 PM GMT-3,62,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Depressivo,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/17 1:14:12 PM GMT-3,34,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 1:20:37 PM GMT-3,29,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;",Não
2020/04/17 1:25:10 PM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 3:01:17 PM GMT-3,29,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal;Preocupado,Autônomo,Não,"Acima de R$ 3135,00;",Não
2020/04/17 3:51:52 PM GMT-3,31,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Bolsista,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 4:11:10 PM GMT-3,50,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Não,Normal,Servidor/funcionário público,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/17 4:24:44 PM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel,Sim,Normal,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 5:26:28 PM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/17 6:29:34 PM GMT-3,19,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/17 6:33:57 PM GMT-3,36,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;Servidor/funcionário público,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/17 6:37:42 PM GMT-3,19,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/17 7:54:57 PM GMT-3,21,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não,"Até R$ 522,50;",Não
2020/04/17 8:18:36 PM GMT-3,71,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/18 12:48:09 AM GMT-3,19,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Depressivo,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/18 8:56:27 AM GMT-3,18,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Não,Normal,Estudante,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/18 10:16:57 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/18 10:53:58 AM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,CLT,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/18 11:30:42 AM GMT-3,30,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/18 12:54:45 PM GMT-3,39,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/18 2:20:49 PM GMT-3,17,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante;Trabalhando informalmente com meu pai em metalúrgica,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/18 2:36:49 PM GMT-3,27,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,CLT,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/18 2:42:46 PM GMT-3,45,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/18 2:54:21 PM GMT-3,42,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante;CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/18 4:26:59 PM GMT-3,18,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Normal;Ansioso,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/18 4:30:37 PM GMT-3,19,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Estudante,Não se aplica,"Até R$ 522,50;","Sim, muito (mais da metade)"
2020/04/18 4:33:45 PM GMT-3,28,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante;Bolsista de pesquisa,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/18 4:39:27 PM GMT-3,58,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Aposentada,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/18 5:39:26 PM GMT-3,16 anos ,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante;Desempregado,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/18 7:39:58 PM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Luvas;Álcool em gel;Sabão,Não,Preocupado,Estudante;CLT,Sim,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/19 1:28:32 PM GMT-3,21,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/19 2:22:54 PM GMT-3,23,"Redes sociais, amigos, familiares, grupos de whats.",Saindo para outras atividades,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/19 3:38:36 PM GMT-3,62,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/19 4:22:30 PM GMT-3,19,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal;Preocupado,CLT,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/19 5:28:01 PM GMT-3,24,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Luvas;Sabão,Sim,Normal,Estudante,Não,"Acima de R$ 3135,00;",Não
2020/04/19 8:33:15 PM GMT-3,45,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,CLT,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/19 10:27:06 PM GMT-3,56,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Empresário,Não,"Acima de R$ 3135,00;",Não
2020/04/20 12:13:12 AM GMT-3,29,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/20 2:05:16 PM GMT-3,28,"Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Estudante;CLT,Sim,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/20 2:56:57 PM GMT-3,25,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/20 5:29:19 PM GMT-3,Santo André,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/21 10:13:36 AM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Luvas;Álcool em gel;Sabão,Sim,Normal,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/21 10:15:00 AM GMT-3,31,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Sabão,Sim,Normal,Desempregado,Não se aplica,"Acima de R$ 3135,00;",Não
2020/04/21 10:57:42 PM GMT-3,36,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Sabão,Sim,Normal;Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/21 11:05:20 PM GMT-3,36,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/21 11:14:50 PM GMT-3,32,"Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Normal,CLT,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/22 10:51:07 AM GMT-3,30,"TV, sites oficiais de notícia, rádios",Em isolamento total,Sabão,Sim,Normal,CLT,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/22 5:06:32 PM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante;CLT,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/22 7:11:58 PM GMT-3,68,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/22 9:12:09 PM GMT-3,24,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Estagiario,Não,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/23 3:18:11 AM GMT-3,37,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal;Ansioso;Depressivo;Preocupado,Estudante;Autônomo;Desempregado,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/24 1:24:34 PM GMT-3,26,Trabalho/estudo na área da saúde,Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/26 9:40:47 PM GMT-3,26,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso;Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/26 9:50:37 PM GMT-3,26,Trabalho/estudo na área da saúde,"Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Ansioso,CLT,Sim,"Acima de R$ 3135,00;",Não
2020/04/26 9:51:49 PM GMT-3,24,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel,Sim,Ansioso;Depressivo,Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/26 9:56:14 PM GMT-3,21,Trabalho/estudo na área da saúde,"Normal, saindo para estudo/trabalho presencial",Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,CLT,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/26 9:58:02 PM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Desempregado;Sustentado pelos pais. ,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/26 10:11:05 PM GMT-3,28,"Redes sociais, amigos, familiares, grupos de whats.",Saindo para outras atividades,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/27 8:23:27 AM GMT-3,28,"Redes sociais, amigos, familiares, grupos de whats.",Em isolamento total,Álcool em gel,Sim,Preocupado,Estudante;Desempregado,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/27 1:35:13 PM GMT-3,30,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Autônomo,Não,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/27 1:51:28 PM GMT-3,31,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,CLT,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/27 1:58:32 PM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Empegado ,Não se aplica,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/27 2:00:07 PM GMT-3,31,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,CLT,Não,"Acima de R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/27 2:02:52 PM GMT-3,22,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras,Sim,Preocupado,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/27 2:05:29 PM GMT-3,21,"Redes sociais, amigos, familiares, grupos de whats.",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante;Desempregado,Sim,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/27 2:11:22 PM GMT-3,30,"TV, sites oficiais de notícia, rádios","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/27 2:21:11 PM GMT-3,30,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Servidor/funcionário público,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/27 3:18:59 PM GMT-3,22 anos,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante;Desempregado,Não,"Até R$ 522,50;",Não
2020/04/27 3:51:08 PM GMT-3,28,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Sabão,Sim,Ansioso;Depressivo;Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/27 4:41:05 PM GMT-3,29,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;","Sim, pouco (menos da metade)"
2020/04/27 5:16:47 PM GMT-3,30,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/27 7:04:55 PM GMT-3,32,"Redes sociais, amigos, familiares, grupos de whats.","Normal, saindo para estudo/trabalho presencial",Máscaras;Álcool em gel;Sabão,Sim,Ansioso,Estudante;CLT,Sim,"Acima de R$ 3135,00;",Não
2020/04/27 7:20:01 PM GMT-3,46,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/27 7:36:37 PM GMT-3,31,"TV, sites oficiais de notícia, rádios",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante;Servidor/funcionário público,Sim,"Acima de R$ 3135,00;",Não
2020/04/27 7:37:23 PM GMT-3,25,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;",Não
2020/04/27 7:38:16 PM GMT-3,32,"TV, sites oficiais de notícia, rádios",Saindo para outras atividades,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;Desempregado,Sim,"De R$ 1045,00 a R$ 3135,00;","Sim, muito (mais da metade)"
2020/04/27 7:39:56 PM GMT-3,46,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Depressivo,Servidor/funcionário público,Não,"Acima de R$ 3135,00;",Não
2020/04/27 7:41:44 PM GMT-3,33,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Depressivo,Estudante;CLT,Não,"Acima de R$ 3135,00;",Não
2020/04/27 7:42:55 PM GMT-3,22,"Redes sociais, amigos, familiares, grupos de whats.",Em isolamento total,Máscaras;Álcool em gel;Sabão,Sim,Normal,Estudante,Não se aplica,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/27 7:47:26 PM GMT-3,30,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal;Preocupado,Estudante;Estagiária,Não,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/27 7:53:09 PM GMT-3,21,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Normal;Ansioso;Depressivo,Estudante;CLT,Não,"De R$ 1045,00 a R$ 3135,00;","Sim, pouco (menos da metade)"
2020/04/27 7:59:09 PM GMT-3,23,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso,Estudante,Não se aplica,"Até R$ 522,50;",Não
2020/04/27 8:07:24 PM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante;Desempregado,Não se aplica,"Até R$ 522,50;",Não
2020/04/27 8:19:09 PM GMT-3,62 anos,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Luvas;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,Estudante;CLT,Sim,"De R$ 522,50 a R$ 1045,00;",Não
2020/04/27 8:21:25 PM GMT-3,63,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Preocupado,"Estudante;Autônomo;Tradutora, aposentada",Não,"Acima de R$ 3135,00;",Não
2020/04/27 8:33:31 PM GMT-3,64 anos,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Depressivo,Estudante;Dona de casa. não tenho renda  somente aposentadoria esposo,Sim,"Acima de R$ 3135,00;",Não
2020/04/27 8:35:34 PM GMT-3,57,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Preocupado,Estudante;Autônomo,Sim,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/27 8:39:15 PM GMT-3,32,Trabalho/estudo na área da saúde,Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Depressivo,Estudante;Servidor/funcionário público,Sim,"De R$ 1045,00 a R$ 3135,00;",Não
2020/04/27 8:46:19 PM GMT-3,27,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Depressivo;Preocupado,Estudante,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/27 8:48:59 PM GMT-3,21,"Redes sociais, amigos, familiares, grupos de whats.",Saindo só quando é inevitável,Álcool em gel;Sabão,Sim,Normal,Estudante,Não,"De R$ 522,50 a R$ 1045,00;","Sim, pouco (menos da metade)"
2020/04/27 9:00:41 PM GMT-3,37 anos,"TV, sites oficiais de notícia, rádios",Em isolamento total,Álcool em gel;Sabão,Sim,Ansioso,Estudante;Autônomo,Não se aplica,"De R$ 522,50 a R$ 1045,00;","Sim, muito (mais da metade)"
2020/04/27 9:02:02 PM GMT-3,28,"TV, sites oficiais de notícia, rádios",Saindo só quando é inevitável,Máscaras;Álcool em gel;Sabão,Sim,Ansioso;Preocupado,CLT,Não,"Acima de R$ 3135,00;",Não
